order_id,customer_lat,customer_lon,delivery_window_start,delivery_duration_estimate,vehicle_capacity,package_size,delivery_window_end
27,23.69967378215836,59.31801476592249,2025-07-30 10:47:00,13,1,1,2025-07-30 11:00:00
28,24.014234438413613,59.36073058325634,2025-07-30 09:56:00,10,1,2,2025-07-30 10:06:00
29,24.092414568862043,58.50695213053119,2025-07-30 10:54:00,13,2,2,2025-07-30 11:07:00
30,23.54645041272,59.01074730257756,2025-07-30 11:30:00,10,1,2,2025-07-30 11:40:00
31,24.107544851901437,58.91741100314878,2025-07-30 10:11:00,23,2,2,2025-07-30 10:34:00
32,23.67052412368729,58.72210781047073,2025-07-30 09:01:00,30,1,2,2025-07-30 09:31:00
33,23.56505159298528,58.61986536733368,2025-07-30 09:40:00,25,2,1,2025-07-30 10:05:00
34,24.448885537253332,58.83761517140363,2025-07-30 11:58:00,29,1,2,2025-07-30 12:27:00
35,24.46563203307456,59.44290970391252,2025-07-30 10:48:00,33,2,1,2025-07-30 11:21:00
36,24.30839734811646,58.823202932020756,2025-07-30 10:27:00,17,1,1,2025-07-30 10:44:00
37,23.804613769173372,59.01879062174336,2025-07-30 10:11:00,16,2,1,2025-07-30 10:27:00
38,23.597672114006382,59.20301895889518,2025-07-30 09:39:00,12,2,2,2025-07-30 09:51:00
39,24.184233026512157,58.86362960237929,2025-07-30 09:55:00,26,1,1,2025-07-30 10:21:00
40,23.9401524937396,59.471782082720964,2025-07-30 10:26:00,10,1,1,2025-07-30 10:36:00
41,23.62203823484478,59.46244729494211,2025-07-30 09:26:00,25,2,2,2025-07-30 09:51:00
42,23.99517691011127,58.751782295825365,2025-07-30 09:23:00,21,1,1,2025-07-30 09:44:00
43,23.53438852111522,58.99724850589239,2025-07-30 10:37:00,36,2,1,2025-07-30 11:13:00
44,24.409320402078784,58.80087830981677,2025-07-30 09:24:00,28,1,2,2025-07-30 09:52:00
45,23.758779981600018,58.78484049437747,2025-07-30 10:31:00,31,2,1,2025-07-30 11:02:00
46,24.162522284353983,58.53688694735453,2025-07-30 10:28:00,32,2,1,2025-07-30 11:00:00
47,23.81171107608941,59.1095643339799,2025-07-30 11:34:00,31,2,1,2025-07-30 12:05:00
48,24.02006802117781,59.002679023228865,2025-07-30 10:07:00,23,2,2,2025-07-30 10:30:00
49,24.04671027934328,58.55147875124999,2025-07-30 09:11:00,39,2,2,2025-07-30 09:50:00
50,23.684854455525528,58.77864646423661,2025-07-30 10:57:00,15,2,2,2025-07-30 11:12:00
51,24.469584627764558,59.40826588596666,2025-07-30 11:17:00,15,1,1,2025-07-30 11:32:00
52,24.275132823361115,58.73956189066697,2025-07-30 09:31:00,22,1,1,2025-07-30 09:53:00
53,24.43949894156419,58.64489487209122,2025-07-30 10:36:00,28,1,2,2025-07-30 11:04:00
54,24.394827350427647,58.989452760277565,2025-07-30 09:20:00,31,2,1,2025-07-30 09:51:00
55,24.097899978811085,59.4856504541106,2025-07-30 11:21:00,17,2,1,2025-07-30 11:38:00
56,24.421874235023118,58.742055271511504,2025-07-30 10:15:00,36,2,2,2025-07-30 10:51:00
57,23.58849250205192,59.17213554740588,2025-07-30 11:40:00,36,2,2,2025-07-30 12:16:00
58,23.695982862419147,59.26161961532872,2025-07-30 11:38:00,11,1,1,2025-07-30 11:49:00
59,23.54522728891054,58.7376375439924,2025-07-30 10:32:00,30,1,1,2025-07-30 11:02:00
60,23.825330330763265,59.22821634861186,2025-07-30 11:27:00,39,2,1,2025-07-30 12:06:00
61,23.888677289689483,58.867783132719254,2025-07-30 09:49:00,10,1,2,2025-07-30 09:59:00
62,23.771349031773894,59.13230583059358,2025-07-30 12:00:00,37,1,2,2025-07-30 12:37:00
63,24.328737509151928,59.1335297107609,2025-07-30 09:17:00,24,2,2,2025-07-30 09:41:00
64,23.85675332669359,59.03577468407476,2025-07-30 09:11:00,10,1,2,2025-07-30 09:21:00
65,23.78093450968738,58.59028977005441,2025-07-30 11:49:00,14,2,1,2025-07-30 12:03:00
66,24.042696083158248,59.33530249558924,2025-07-30 09:58:00,37,1,2,2025-07-30 10:35:00
67,23.640924224974764,58.820780064971736,2025-07-30 10:14:00,38,2,2,2025-07-30 10:52:00
68,24.30219698075404,58.68651851039986,2025-07-30 09:20:00,25,2,2,2025-07-30 09:45:00
69,23.57455064367977,58.54077514155476,2025-07-30 09:59:00,28,2,2,2025-07-30 10:27:00
70,24.486886936600516,59.090892943188244,2025-07-30 09:25:00,13,2,2,2025-07-30 09:38:00
71,24.27224476929666,59.17756436184228,2025-07-30 10:37:00,12,1,1,2025-07-30 10:49:00
72,23.69871568153417,58.516587828927854,2025-07-30 10:11:00,26,2,1,2025-07-30 10:37:00
73,23.505522117123604,59.01209305829928,2025-07-30 10:56:00,26,2,2,2025-07-30 11:22:00
74,24.315461428454835,58.72649577519794,2025-07-30 11:42:00,21,2,1,2025-07-30 12:03:00
75,24.206857343847616,59.14517279040945,2025-07-30 10:33:00,37,1,2,2025-07-30 11:10:00
76,24.229007168040987,58.67436642900499,2025-07-30 09:41:00,39,2,2,2025-07-30 10:20:00
77,24.271270346685945,59.19093773810246,2025-07-30 10:34:00,38,1,1,2025-07-30 11:12:00
78,23.57404465173409,58.88673534630054,2025-07-30 10:30:00,23,2,1,2025-07-30 10:53:00
79,23.85846572854427,59.43672998873674,2025-07-30 09:53:00,30,1,2,2025-07-30 10:23:00
80,23.61586905952513,58.63752094414599,2025-07-30 11:51:00,15,1,2,2025-07-30 12:06:00
81,24.363103425875593,58.84106635105026,2025-07-30 10:08:00,12,2,2,2025-07-30 10:20:00
82,24.123298126827557,58.613473521240586,2025-07-30 11:59:00,37,1,1,2025-07-30 12:36:00
83,23.83089802485265,59.42469361827856,2025-07-30 11:54:00,18,2,2,2025-07-30 12:12:00
84,23.563558350286023,59.37733935338098,2025-07-30 11:45:00,14,2,2,2025-07-30 11:59:00
85,23.810982321715663,58.757941627715155,2025-07-30 09:18:00,33,2,2,2025-07-30 09:51:00
86,23.825183322026746,59.15998404603418,2025-07-30 11:35:00,38,1,1,2025-07-30 12:13:00
87,24.229606178338063,59.317222200201215,2025-07-30 11:42:00,26,1,2,2025-07-30 12:08:00
88,24.137557471355212,59.05520081159946,2025-07-30 09:43:00,23,2,2,2025-07-30 10:06:00
89,24.387212742576327,59.029650578356005,2025-07-30 11:16:00,30,2,1,2025-07-30 11:46:00
90,23.97221492516195,58.741852290900454,2025-07-30 10:02:00,12,1,2,2025-07-30 10:14:00
91,23.619594245938302,58.5931027678059,2025-07-30 09:41:00,37,2,2,2025-07-30 10:18:00
92,24.213244787222994,59.397215757953326,2025-07-30 10:58:00,10,2,1,2025-07-30 11:08:00
93,24.260785048616896,59.40041805716333,2025-07-30 10:37:00,29,2,2,2025-07-30 11:06:00
94,24.061277197569495,59.13310145727327,2025-07-30 10:09:00,38,1,1,2025-07-30 10:47:00
95,24.27096717995456,58.8390297910487,2025-07-30 11:43:00,30,1,1,2025-07-30 12:13:00
96,23.99379559636439,58.84920957461266,2025-07-30 11:56:00,32,1,2,2025-07-30 12:28:00
97,24.022732829381994,59.22595567887024,2025-07-30 11:22:00,10,2,2,2025-07-30 11:32:00
98,23.92754101835855,59.397110259952576,2025-07-30 09:56:00,12,2,2,2025-07-30 10:08:00
99,23.525419126744094,59.38708642426512,2025-07-30 11:55:00,27,2,2,2025-07-30 12:22:00
100,23.607891426993305,59.27987554585762,2025-07-30 10:23:00,34,1,1,2025-07-30 10:57:00
