order_id,customer_lat,customer_lon,delivery_window_start,delivery_duration_estimate,vehicle_capacity,package_size,delivery_window_end
133,23.619865367333684,58.58104621590765,2025-05-01 11:38:00,24,2,2,2025-05-01 12:02:00
134,23.837615171403627,58.72018320194981,2025-06-04 10:16:00,33,2,2,2025-06-04 10:49:00
135,24.44290970391252,59.183258763659595,2025-04-14 10:36:00,17,1,1,2025-04-14 10:53:00
136,23.823202932020756,58.5761308594903,2025-04-22 11:04:00,30,1,2,2025-04-22 11:34:00
137,24.018790621743367,59.35120691404877,2025-04-15 11:10:00,24,2,2,2025-04-15 11:34:00
138,24.20301895889518,58.99514652701397,2025-03-09 11:20:00,31,2,1,2025-03-09 11:51:00
139,23.863629602379294,58.98058657732665,2025-02-25 09:56:00,29,2,2,2025-02-25 10:25:00
140,24.47178208272096,59.09240778465952,2025-03-19 10:59:00,37,2,2,2025-03-19 11:36:00
141,24.462447294942113,59.32468096592515,2025-04-26 10:16:00,23,2,1,2025-04-26 10:39:00
142,23.751782295825365,58.847809207902195,2025-05-24 09:05:00,36,1,2,2025-05-24 09:41:00
143,23.997248505892387,59.17801615255907,2025-06-01 09:10:00,38,1,1,2025-06-01 09:48:00
144,23.80087830981677,59.06573196399579,2025-03-12 09:58:00,18,1,1,2025-03-12 10:16:00
145,23.784840494377466,58.76702827016942,2025-06-19 10:02:00,17,2,1,2025-06-19 10:19:00
146,23.53688694735453,59.37862998635516,2025-01-04 11:39:00,35,1,1,2025-01-04 12:14:00
147,24.109564333979897,59.29742602160693,2025-04-13 10:51:00,37,1,2,2025-04-13 11:28:00
148,24.00267902322886,59.15845183465843,2025-02-07 11:07:00,35,1,1,2025-02-07 11:42:00
149,23.551478751249988,59.350581729094245,2025-03-20 09:07:00,26,1,1,2025-03-20 09:33:00
150,23.778646464236612,59.367294200959805,2025-06-19 10:13:00,11,1,2,2025-06-19 10:24:00
151,24.408265885966653,59.20836297671504,2025-01-03 11:35:00,34,2,1,2025-01-03 12:09:00
152,23.739561890666973,59.337013328363675,2025-05-11 09:25:00,33,1,1,2025-05-11 09:58:00
153,23.64489487209122,59.19747146166928,2025-05-05 11:25:00,39,2,1,2025-05-05 12:04:00
154,23.989452760277562,59.1801407717603,2025-05-20 11:57:00,12,2,1,2025-05-20 12:09:00
155,24.4856504541106,59.118611378215185,2025-06-15 11:36:00,17,2,2,2025-06-15 11:53:00
156,23.7420552715115,59.25271663955764,2025-04-16 10:02:00,21,2,1,2025-04-16 10:23:00
157,24.17213554740588,58.65860510529308,2025-06-02 09:35:00,10,2,2,2025-06-02 09:45:00
158,24.26161961532872,59.38087075919893,2025-01-03 09:39:00,19,1,2,2025-01-03 09:58:00
159,23.7376375439924,59.371843527745234,2025-04-24 10:21:00,29,1,1,2025-04-24 10:50:00
160,24.22821634861186,58.52924728303456,2025-06-21 10:54:00,12,2,1,2025-06-21 11:06:00
161,23.867783132719254,59.32581675056476,2025-04-10 11:35:00,15,2,1,2025-04-10 11:50:00
162,24.13230583059358,58.62886986747345,2025-06-27 10:09:00,16,2,1,2025-06-27 10:25:00
163,24.133529710760893,58.83511885425914,2025-02-04 09:15:00,29,1,2,2025-02-04 09:44:00
164,24.03577468407476,59.243508256291605,2025-02-09 11:59:00,32,2,2,2025-02-09 12:31:00
165,23.590289770054408,58.66075989604831,2025-06-19 11:54:00,34,1,2,2025-06-19 12:28:00
166,24.33530249558924,59.31796702411906,2025-01-07 10:18:00,36,2,1,2025-01-07 10:54:00
167,23.820780064971736,59.33213417795774,2025-05-25 09:53:00,27,1,2,2025-05-25 10:20:00
168,23.686518510399853,59.00746773376083,2025-02-14 11:33:00,20,2,1,2025-02-14 11:53:00
169,23.540775141554764,58.50638587171683,2025-05-01 11:07:00,28,1,1,2025-05-01 11:35:00
170,24.09089294318824,58.78703813317491,2025-01-14 10:05:00,14,2,1,2025-01-14 10:19:00
171,24.177564361842283,59.11692691837574,2025-02-06 09:35:00,28,1,1,2025-02-06 10:03:00
172,23.516587828927857,59.48118617802742,2025-03-16 11:27:00,20,1,1,2025-03-16 11:47:00
173,24.012093058299282,59.13181352701667,2025-02-14 10:13:00,33,1,2,2025-02-14 10:46:00
174,23.72649577519794,58.75980358106416,2025-02-02 11:42:00,21,1,2,2025-02-02 12:03:00
175,24.14517279040945,59.13400570309961,2025-05-08 11:54:00,19,1,1,2025-05-08 12:13:00
176,23.67436642900499,59.03998537971586,2025-04-15 10:26:00,17,1,2,2025-04-15 10:43:00
177,24.190937738102466,59.27984539515114,2025-02-20 10:42:00,33,1,1,2025-02-20 11:15:00
178,23.886735346300537,58.60698063882696,2025-02-21 10:06:00,37,2,1,2025-02-21 10:43:00
179,24.436729988736733,59.26102790250203,2025-01-19 09:55:00,37,2,1,2025-01-19 10:32:00
180,23.637520944145994,59.04126657867611,2025-03-24 09:57:00,18,2,2,2025-03-24 10:15:00
181,23.84106635105026,59.46299200385899,2025-01-28 09:47:00,13,2,1,2025-01-28 10:00:00
182,23.61347352124059,58.841872166038684,2025-04-20 10:57:00,14,2,1,2025-04-20 11:11:00
183,24.424693618278564,59.13262189313395,2025-01-16 11:42:00,30,1,2,2025-01-16 12:12:00
184,24.377339353380982,59.432028105510014,2025-03-21 09:25:00,17,1,2,2025-03-21 09:42:00
185,23.757941627715155,58.60250972799068,2025-04-10 10:12:00,32,1,2,2025-04-10 10:44:00
186,24.15998404603418,59.43722848723645,2025-05-21 09:10:00,18,1,1,2025-05-21 09:28:00
187,24.317222200201215,59.18788572230081,2025-06-21 11:04:00,24,1,1,2025-06-21 11:28:00
188,24.055200811599462,58.56783705910517,2025-02-03 10:12:00,24,2,2,2025-02-03 10:36:00
189,24.029650578356005,58.80096356694682,2025-03-10 11:03:00,25,2,1,2025-03-10 11:28:00
190,23.74185229090045,59.208172088645284,2025-05-07 10:27:00,23,2,2,2025-05-07 10:50:00
191,23.5931027678059,58.567350601468775,2025-04-05 11:30:00,17,2,2,2025-04-05 11:47:00
192,24.397215757953326,59.08217046017627,2025-05-13 10:36:00,27,1,1,2025-05-13 11:03:00
193,24.400418057163332,58.84588305695296,2025-05-02 11:54:00,19,1,1,2025-05-02 12:13:00
194,24.133101457273266,59.12091551776748,2025-01-15 11:45:00,37,1,2,2025-01-15 12:22:00
195,23.839029791048702,58.545742033812516,2025-03-28 09:08:00,29,2,2,2025-03-28 09:37:00
196,23.84920957461266,59.37153680615238,2025-06-20 10:13:00,15,1,2,2025-06-20 10:28:00
197,24.22595567887024,59.473488969177396,2025-04-04 11:00:00,21,2,2,2025-04-04 11:21:00
198,24.397110259952576,59.46887785528569,2025-06-14 11:19:00,11,1,1,2025-06-14 11:30:00
199,24.387086424265117,59.24965183174292,2025-06-27 10:10:00,16,1,2,2025-06-27 10:26:00
200,24.279875545857625,58.63008624013063,2025-03-12 11:37:00,25,2,2,2025-03-12 12:02:00
201,24.142031646154287,59.258263195929025,2025-04-23 11:52:00,12,1,2,2025-04-23 12:04:00
202,23.58413996499505,58.5245869164588,2025-06-14 11:17:00,22,1,1,2025-06-14 11:39:00
203,23.661628714094615,58.522123551529,2025-02-23 11:53:00,12,2,1,2025-02-23 12:05:00
204,24.39855418852708,58.82361021914954,2025-04-29 10:40:00,36,1,2,2025-04-29 11:16:00
205,24.10642905965959,58.988643190404666,2025-01-15 10:11:00,27,2,1,2025-01-15 10:38:00
206,23.50919705161663,59.270407417807796,2025-05-06 10:41:00,20,1,1,2025-05-06 11:01:00
207,23.601471542866033,59.1832953766065,2025-03-23 11:50:00,17,1,1,2025-03-23 12:07:00
208,24.163501769108056,58.94590270637675,2025-02-03 10:50:00,15,1,2,2025-02-03 11:05:00
209,23.505061583846217,58.773626666281665,2025-04-17 09:03:00,10,1,2,2025-04-17 09:13:00
210,23.660808051417497,59.49712450015771,2025-01-20 09:25:00,37,1,1,2025-01-20 10:02:00
211,24.048733789366587,58.926181302235975,2025-06-21 09:44:00,10,1,2,2025-06-21 09:54:00
212,24.191895197692695,58.95138702432968,2025-02-18 11:02:00,32,1,2,2025-02-18 11:34:00
213,24.1519612595026,58.66362382119167,2025-03-21 09:00:00,17,1,1,2025-03-21 09:17:00
214,23.72426930946056,59.29480954874993,2025-06-26 11:24:00,14,2,1,2025-06-26 11:38:00
215,24.212179221347537,59.19368222578149,2025-03-13 10:38:00,37,2,2,2025-03-13 11:15:00
216,23.7372490874968,58.72076961278876,2025-05-23 09:02:00,25,1,1,2025-05-23 09:27:00
217,23.825399698159266,58.58238104561584,2025-02-04 09:05:00,20,1,2,2025-02-04 09:25:00
218,24.246491405118025,59.180499302074715,2025-06-15 11:00:00,14,2,2,2025-06-15 11:14:00
219,24.149632899047216,59.154511214281136,2025-05-18 10:31:00,13,1,1,2025-05-18 10:44:00
220,24.34922341049418,58.77325952699821,2025-06-16 09:06:00,39,1,2,2025-06-16 09:45:00
221,24.157612892300342,59.45086356225041,2025-05-06 10:13:00,15,2,2,2025-05-06 10:28:00
222,24.06830860333547,58.6510578917809,2025-01-31 10:19:00,23,1,1,2025-01-31 10:42:00
223,23.59367476782809,58.9323348010426,2025-05-05 10:29:00,31,1,1,2025-05-05 11:00:00
224,23.867715803059433,59.4436159201676,2025-06-20 11:52:00,28,2,1,2025-06-20 12:20:00
225,23.765202367681724,58.91972731692612,2025-05-08 09:08:00,18,1,2,2025-05-08 09:26:00
226,23.743989643379084,59.138525947664085,2025-04-11 10:02:00,21,1,1,2025-04-11 10:23:00
227,24.473010554752445,58.89759439796279,2025-04-08 11:10:00,20,2,1,2025-04-08 11:30:00
228,23.89309772466676,58.77421520234867,2025-05-08 09:15:00,23,1,1,2025-05-08 09:38:00
229,24.392046555177114,59.483977647959826,2025-06-29 11:25:00,32,2,1,2025-06-29 11:57:00
230,24.131138625997263,58.90933400631504,2025-03-08 11:24:00,25,1,2,2025-03-08 11:49:00
231,24.29481130354165,59.39409920367913,2025-06-09 10:15:00,10,1,2,2025-06-09 10:25:00
232,24.002637093105193,58.72995460589109,2025-02-18 09:22:00,22,2,1,2025-02-18 09:44:00
233,24.076903884626358,58.713104704025085,2025-06-25 11:16:00,32,2,2,2025-06-25 11:48:00
234,23.992517693818865,58.53113408288451,2025-05-31 10:39:00,30,1,1,2025-05-31 11:09:00
235,23.695242987798043,59.151666825375884,2025-04-06 09:15:00,30,2,1,2025-04-06 09:45:00
236,24.222452115261504,58.86852634372376,2025-03-05 11:40:00,39,2,2,2025-03-05 12:19:00
237,23.780772362440857,59.36435824983964,2025-01-12 10:44:00,22,1,2,2025-01-12 11:06:00
238,23.524315966431455,58.97320990669156,2025-02-16 10:13:00,11,1,1,2025-02-16 10:24:00
239,24.14547229590717,59.46819342791472,2025-06-03 09:30:00,13,1,1,2025-06-03 09:43:00
240,23.67711067940705,58.68552551570312,2025-01-02 11:51:00,37,2,2,2025-01-02 12:28:00
241,24.440458584352914,59.36862316795561,2025-04-21 10:20:00,15,2,1,2025-04-21 10:35:00
242,24.453928577002586,59.27659685279174,2025-05-18 11:16:00,35,2,2,2025-05-18 11:51:00
243,24.414864390220448,59.27092184464405,2025-01-10 11:15:00,36,2,1,2025-01-10 11:51:00
244,23.870158700255445,59.34478322811689,2025-05-14 09:44:00,32,1,1,2025-05-14 10:16:00
245,23.515456616528866,59.261023990943,2025-03-01 11:12:00,36,2,2,2025-03-01 11:48:00
246,24.428318562587727,59.126220321631415,2025-01-25 11:37:00,14,1,2,2025-01-25 11:51:00
247,23.928184148317314,58.631244877682384,2025-03-01 09:28:00,34,2,2,2025-03-01 10:02:00
248,24.46665481904367,58.53252617949125,2025-02-24 11:21:00,12,1,2,2025-02-24 11:33:00
249,24.46361997708925,59.420847847815686,2025-05-12 10:58:00,10,1,2,2025-05-12 11:08:00
250,24.35300945546736,59.11665031452074,2025-02-02 10:09:00,13,1,2,2025-02-02 10:22:00
251,23.794448892069585,59.296537290976175,2025-06-22 10:05:00,34,2,2,2025-06-22 10:39:00
252,23.885097728601924,58.98152235151255,2025-05-09 11:25:00,29,1,1,2025-05-09 11:54:00
253,24.35113667151686,58.6173081889624,2025-02-21 10:08:00,11,1,1,2025-02-21 10:19:00
254,23.81692200515628,58.62518579220255,2025-05-15 10:03:00,35,2,1,2025-05-15 10:38:00
255,23.669492746686092,59.18556528722897,2025-04-11 10:18:00,39,1,2,2025-04-11 10:57:00
256,24.05680126245835,58.93030589489946,2025-03-20 11:45:00,39,2,2,2025-03-20 12:24:00
257,24.43615477416078,58.70052472670034,2025-03-20 09:06:00,14,2,2,2025-03-20 09:20:00
258,24.196029796674974,58.99159454674144,2025-06-04 11:25:00,12,1,1,2025-06-04 11:37:00
259,24.070061170089364,58.564208937075136,2025-02-27 10:56:00,38,1,2,2025-02-27 11:34:00
260,23.597176493770768,59.0819714019144,2025-01-01 11:51:00,37,2,2,2025-01-01 12:28:00
261,24.11500722669917,58.7689934044351,2025-02-27 09:39:00,38,1,1,2025-02-27 10:17:00
262,24.490053850104264,59.29755910063719,2025-01-17 09:42:00,18,2,2,2025-01-17 10:00:00
263,23.640084015236525,58.81036195892357,2025-04-01 11:07:00,29,2,1,2025-04-01 11:36:00
264,24.018329652363736,58.9552201490818,2025-06-17 10:04:00,15,2,1,2025-06-17 10:19:00
265,24.377373071927956,58.5116205399081,2025-01-21 11:04:00,27,1,2,2025-01-21 11:31:00
266,24.240768617754206,58.572446887794555,2025-01-31 10:09:00,15,2,2,2025-01-31 10:24:00
267,24.19701574099527,58.892493556406684,2025-01-27 11:36:00,28,1,2,2025-01-27 12:04:00
268,24.20248408398711,58.979938834717125,2025-05-25 09:06:00,37,1,1,2025-05-25 09:43:00
269,23.859491151219757,59.1000205481193,2025-05-01 09:49:00,21,1,1,2025-05-01 10:10:00
270,23.793591844264494,58.79166257870931,2025-05-04 11:21:00,34,1,1,2025-05-04 11:55:00
271,24.309361155478513,59.19498188612654,2025-03-24 11:18:00,20,2,2,2025-03-24 11:38:00
272,24.31011339467918,59.3601223971892,2025-05-04 10:26:00,11,1,2,2025-05-04 10:37:00
273,24.367072318580103,59.27985098889335,2025-05-31 09:39:00,24,2,2,2025-05-31 10:03:00
274,24.41324055255647,58.539618825348356,2025-04-02 11:07:00,21,2,2,2025-04-02 11:28:00
275,24.011342398860936,58.98050694725783,2025-02-16 09:20:00,21,1,1,2025-02-16 09:41:00
276,24.0015162946872,58.60493017841817,2025-04-15 11:10:00,18,2,1,2025-04-15 11:28:00
277,24.298295178966775,58.74204501586253,2025-05-26 09:30:00,30,2,1,2025-05-26 10:00:00
